  Session log : spot_check_logs\log3.txt  (started 2026-06-01 14:03:34)

  Trading Pipeline — PAPER (mock data, no real orders)
  Watching    : AAPL, TSLA, NVDA, MSTR, COIN
  Trigger     : price > rolling_mean + 2.0 * std_dev
  AI gate     : confidence > 0.65
  Order cap   : 10% of balance (fractional shares)
  [RAW TICK] 14:10:21  TSLA    bid=$297.62
  [RAW TICK] 14:10:21  COIN    bid=$144.11
  [RAW TICK] 14:10:21  MSTR    bid=$146.07
  [RAW TICK] 14:10:21  COIN    bid=$144.15
  [RAW TICK] 14:10:21  COIN    bid=$144.25
  [RAW TICK] 14:10:21  COIN    bid=$144.25
  [RAW TICK] 14:10:21  NVDA    bid=$918.01
  [RAW TICK] 14:10:21  MSTR    bid=$146.17
  [RAW TICK] 14:10:21  TSLA    bid=$297.53
  [RAW TICK] 14:10:21  MSTR    bid=$146.3
  [RAW TICK] 14:10:21  TSLA    bid=$297.48
  [RAW TICK] 14:10:21  NVDA    bid=$918.1
  [RAW TICK] 14:10:21  MSTR    bid=$146.25
  [RAW TICK] 14:10:21  COIN    bid=$144.13
  [RAW TICK] 14:10:21  TSLA    bid=$297.47
  [RAW TICK] 14:10:21  NVDA    bid=$918.01
  [RAW TICK] 14:10:21  TSLA    bid=$297.53
  [RAW TICK] 14:10:21  AAPL    bid=$242.66
  [RAW TICK] 14:10:21  COIN    bid=$144.18
  [RAW TICK] 14:10:21  MSTR    bid=$146.39
  [RAW TICK] 14:10:21  NVDA    bid=$918.16
  [RAW TICK] 14:10:22  MSTR    bid=$146.38
  [RAW TICK] 14:10:22  NVDA    bid=$918.05
  [RAW TICK] 14:10:22  MSTR    bid=$146.48
  [RAW TICK] 14:10:22  MSTR    bid=$146.21
  [RAW TICK] 14:10:22  TSLA    bid=$297.49
  [RAW TICK] 14:10:22  NVDA    bid=$918.07
  [RAW TICK] 14:10:22  NVDA    bid=$918.29
  [RAW TICK] 14:10:22  NVDA    bid=$918.21
  [RAW TICK] 14:10:22  TSLA    bid=$297.69
  [RAW TICK] 14:10:22  TSLA    bid=$297.64
  [RAW TICK] 14:10:22  COIN    bid=$143.99
  [RAW TICK] 14:10:22  NVDA    bid=$919.13
  [RAW TICK] 14:10:22  TSLA    bid=$298.93
  [RAW TICK] 14:10:22  AAPL    bid=$242.54
  [RAW TICK] 14:10:22  NVDA    bid=$919.39
  [RAW TICK] 14:10:22  TSLA    bid=$298.85
  [RAW TICK] 14:10:22  TSLA    bid=$298.89
  [RAW TICK] 14:10:22  TSLA    bid=$298.84
  [RAW TICK] 14:10:22  COIN    bid=$144.21
  [RAW TICK] 14:10:22  COIN    bid=$144.03
  [RAW TICK] 14:10:22  NVDA    bid=$919.21
  [RAW TICK] 14:10:22  MSTR    bid=$146.13
  [RAW TICK] 14:10:22  COIN    bid=$143.83
  [RAW TICK] 14:10:22  MSTR    bid=$146.13
  [RAW TICK] 14:10:23  COIN    bid=$143.65
  [RAW TICK] 14:10:23  TSLA    bid=$298.83
  [RAW TICK] 14:10:23  TSLA    bid=$298.82
  [RAW TICK] 14:10:23  NVDA    bid=$919.15
  [RAW TICK] 14:10:23  NVDA    bid=$919.14
  [RAW TICK] 14:10:23  NVDA    bid=$919.14
  [RAW TICK] 14:10:23  COIN    bid=$143.87
  [RAW TICK] 14:10:23  MSTR    bid=$146.13
  [RAW TICK] 14:10:23  TSLA    bid=$299.01
  [RAW TICK] 14:10:23  MSTR    bid=$146.15
  [RAW TICK] 14:10:23  AAPL    bid=$242.45
  [RAW TICK] 14:10:23  MSTR    bid=$146.01
  [RAW TICK] 14:10:23  COIN    bid=$143.82
  [RAW TICK] 14:10:23  COIN    bid=$143.96
  [RAW TICK] 14:10:23  AAPL    bid=$242.44
  [RAW TICK] 14:10:23  COIN    bid=$144.18
  [RAW TICK] 14:10:23  MSTR    bid=$145.86
  [RAW TICK] 14:10:23  TSLA    bid=$299.06
  [RAW TICK] 14:10:23  MSTR    bid=$146.04
  [RAW TICK] 14:10:23  COIN    bid=$144.42
  [RAW TICK] 14:10:23  COIN    bid=$144.39
  [RAW TICK] 14:10:23  COIN    bid=$144.06
  [RAW TICK] 14:10:23  TSLA    bid=$298.96
  [RAW TICK] 14:10:23  COIN    bid=$144.02
  [RAW TICK] 14:10:24  COIN    bid=$143.78
  [RAW TICK] 14:10:24  MSTR    bid=$146.24
  [RAW TICK] 14:10:24  MSTR    bid=$146.07
  [RAW TICK] 14:10:24  COIN    bid=$143.48
  [RAW TICK] 14:10:24  COIN    bid=$143.61
  [RAW TICK] 14:10:24  COIN    bid=$143.74
  [RAW TICK] 14:10:24  AAPL    bid=$242.33
  [RAW TICK] 14:10:24  TSLA    bid=$299.05
  [RAW TICK] 14:10:24  MSTR    bid=$145.66
  [RAW TICK] 14:10:24  AAPL    bid=$242.3
  [RAW TICK] 14:10:24  COIN    bid=$143.6
  [RAW TICK] 14:10:24  NVDA    bid=$919.26
  [RAW TICK] 14:10:24  COIN    bid=$143.81
  [RAW TICK] 14:10:24  TSLA    bid=$300.41
  [RAW TICK] 14:10:24  MSTR    bid=$146.0
  [RAW TICK] 14:10:24  MSTR    bid=$146.05
  [RAW TICK] 14:10:24  TSLA    bid=$300.53
  [RAW TICK] 14:10:24  COIN    bid=$143.85
  [RAW TICK] 14:10:24  AAPL    bid=$242.35
  [RAW TICK] 14:10:24  MSTR    bid=$146.13
  [RAW TICK] 14:10:24  MSTR    bid=$146.3
  [RAW TICK] 14:10:24  AAPL    bid=$242.28
  [RAW TICK] 14:10:24  NVDA    bid=$919.21
  [RAW TICK] 14:10:25  COIN    bid=$143.72
  [RAW TICK] 14:10:25  AAPL    bid=$242.41
  [RAW TICK] 14:10:25  NVDA    bid=$919.11
  [RAW TICK] 14:10:25  COIN    bid=$143.91
  [RAW TICK] 14:10:25  COIN    bid=$144.17
  [RAW TICK] 14:10:25  COIN    bid=$144.5
  [RAW TICK] 14:10:25  NVDA    bid=$918.99
  [RAW TICK] 14:10:25  AAPL    bid=$242.34
  [RAW TICK] 14:10:25  COIN    bid=$144.65
  [RAW TICK] 14:10:25  TSLA    bid=$300.5
  [RAW TICK] 14:10:25  NVDA    bid=$918.74
  [RAW TICK] 14:10:25  MSTR    bid=$146.39
  [RAW TICK] 14:10:25  AAPL    bid=$242.42
  [RAW TICK] 14:10:25  AAPL    bid=$242.44
  [RAW TICK] 14:10:25  MSTR    bid=$146.4
  [RAW TICK] 14:10:25  AAPL    bid=$242.49
  [RAW TICK] 14:10:25  TSLA    bid=$301.99
  [RAW TICK] 14:10:25  MSTR    bid=$146.59
  [RAW TICK] 14:10:25  TSLA    bid=$302.08
  [RAW TICK] 14:10:25  TSLA    bid=$301.71
  [RAW TICK] 14:10:25  MSTR    bid=$146.82
  [RAW TICK] 14:10:25  MSTR    bid=$146.55
  [RAW TICK] 14:10:25  COIN    bid=$144.71
  [RAW TICK] 14:10:25  MSTR    bid=$146.64
  [RAW TICK] 14:10:26  AAPL    bid=$242.56
  [RAW TICK] 14:10:26  NVDA    bid=$918.74
  [RAW TICK] 14:10:26  AAPL    bid=$242.57
  [RAW TICK] 14:10:26  MSTR    bid=$146.63
  [RAW TICK] 14:10:26  NVDA    bid=$918.56
  [RAW TICK] 14:10:26  MSTR    bid=$146.87
  [RAW TICK] 14:10:26  COIN    bid=$144.81
  [RAW TICK] 14:10:26  AAPL    bid=$242.79
  [RAW TICK] 14:10:26  MSTR    bid=$146.79
  [RAW TICK] 14:10:26  MSTR    bid=$146.6
  [RAW TICK] 14:10:26  TSLA    bid=$301.9
  [RAW TICK] 14:10:26  NVDA    bid=$918.62
  [RAW TICK] 14:10:26  AAPL    bid=$242.58
  [RAW TICK] 14:10:26  COIN    bid=$144.52
  [RAW TICK] 14:10:26  MSTR    bid=$146.91
  [RAW TICK] 14:10:26  NVDA    bid=$918.8
  [RAW TICK] 14:10:26  TSLA    bid=$301.98
  [RAW TICK] 14:10:26  MSTR    bid=$146.94
  [RAW TICK] 14:10:26  NVDA    bid=$919.08
  [RAW TICK] 14:10:26  NVDA    bid=$918.84
  [RAW TICK] 14:10:26  COIN    bid=$144.4
  [RAW TICK] 14:10:26  COIN    bid=$144.3
  [RAW TICK] 14:10:26  AAPL    bid=$242.62
  [RAW TICK] 14:10:26  COIN    bid=$144.32
  [RAW TICK] 14:10:27  NVDA    bid=$918.88
  [RAW TICK] 14:10:27  TSLA    bid=$301.95
  [RAW TICK] 14:10:27  AAPL    bid=$242.71
  [RAW TICK] 14:10:27  NVDA    bid=$919.11
  [RAW TICK] 14:10:27  MSTR    bid=$146.88
  [RAW TICK] 14:10:27  NVDA    bid=$919.06
  [RAW TICK] 14:10:27  COIN    bid=$144.38
  [RAW TICK] 14:10:27  AAPL    bid=$242.76
  [RAW TICK] 14:10:27  COIN    bid=$144.39
  [RAW TICK] 14:10:27  AAPL    bid=$242.72
  [RAW TICK] 14:10:27  MSTR    bid=$146.97
  [RAW TICK] 14:10:27  AAPL    bid=$242.73
  [RAW TICK] 14:10:27  MSTR    bid=$146.9
  [RAW TICK] 14:10:27  AAPL    bid=$242.9
  [RAW TICK] 14:10:27  TSLA    bid=$302.02
  [RAW TICK] 14:10:27  AAPL    bid=$242.87
  [RAW TICK] 14:10:27  MSTR    bid=$147.17
  [RAW TICK] 14:10:27  TSLA    bid=$302.04
  [RAW TICK] 14:10:27  MSTR    bid=$147.37
  [RAW TICK] 14:10:27  TSLA    bid=$302.07
  [RAW TICK] 14:10:27  TSLA    bid=$301.97
  [RAW TICK] 14:10:27  TSLA    bid=$301.88
  [RAW TICK] 14:10:27  NVDA    bid=$918.86
  [RAW TICK] 14:10:28  TSLA    bid=$301.98
  [RAW TICK] 14:10:28  COIN    bid=$144.43
  [RAW TICK] 14:10:28  NVDA    bid=$918.41
  [RAW TICK] 14:10:28  NVDA    bid=$918.45
  [RAW TICK] 14:10:28  COIN    bid=$144.47
  [RAW TICK] 14:10:28  MSTR    bid=$147.38
  [RAW TICK] 14:10:28  NVDA    bid=$918.28
  [RAW TICK] 14:10:28  COIN    bid=$144.5
  [RAW TICK] 14:10:28  NVDA    bid=$918.35
  [RAW TICK] 14:10:28  AAPL    bid=$243.0
  [RAW TICK] 14:10:28  AAPL    bid=$243.17
  [RAW TICK] 14:10:28  MSTR    bid=$147.43
  [RAW TICK] 14:10:28  TSLA    bid=$302.03
  [RAW TICK] 14:10:28  AAPL    bid=$243.36
  [RAW TICK] 14:10:28  AAPL    bid=$243.51
  [RAW TICK] 14:10:28  TSLA    bid=$302.02
  [RAW TICK] 14:10:28  TSLA    bid=$301.91
  [RAW TICK] 14:10:28  NVDA    bid=$918.59
  [RAW TICK] 14:10:28  AAPL    bid=$243.49
  [RAW TICK] 14:10:28  TSLA    bid=$302.04
  [RAW TICK] 14:10:28  TSLA    bid=$302.12
  [RAW TICK] 14:10:28  NVDA    bid=$918.56
  [RAW TICK] 14:10:28  COIN    bid=$144.23
  [RAW TICK] 14:10:28  COIN    bid=$143.93
  [RAW TICK] 14:10:29  MSTR    bid=$147.53
  [RAW TICK] 14:10:29  NVDA    bid=$918.84
  [RAW TICK] 14:10:29  AAPL    bid=$243.48
  [RAW TICK] 14:10:29  COIN    bid=$143.82
  [RAW TICK] 14:10:29  TSLA    bid=$301.84
  [RAW TICK] 14:10:29  TSLA    bid=$301.89
  [RAW TICK] 14:10:29  COIN    bid=$143.95
  [RAW TICK] 14:10:29  COIN    bid=$144.28
  [RAW TICK] 14:10:29  NVDA    bid=$918.95
  [RAW TICK] 14:10:29  TSLA    bid=$302.09
  [RAW TICK] 14:10:29  NVDA    bid=$918.83
  [RAW TICK] 14:10:29  COIN    bid=$144.47
  [RAW TICK] 14:10:29  COIN    bid=$144.41
  [RAW TICK] 14:10:29  MSTR    bid=$147.55
  [RAW TICK] 14:10:29  COIN    bid=$144.72
  [RAW TICK] 14:10:29  AAPL    bid=$243.3
  [RAW TICK] 14:10:29  COIN    bid=$144.49
  [RAW TICK] 14:10:29  COIN    bid=$144.44
  [RAW TICK] 14:10:29  NVDA    bid=$918.89
  [RAW TICK] 14:10:29  COIN    bid=$144.78
  [RAW TICK] 14:10:29  MSTR    bid=$147.88
  [RAW TICK] 14:10:29  NVDA    bid=$919.14
  [RAW TICK] 14:10:29  AAPL    bid=$243.26
  [RAW TICK] 14:10:29  MSTR    bid=$147.92
  [RAW TICK] 14:10:30  NVDA    bid=$919.32
  [RAW TICK] 14:10:30  NVDA    bid=$919.45
  [RAW TICK] 14:10:30  TSLA    bid=$301.96
  [RAW TICK] 14:10:30  MSTR    bid=$147.83
  [RAW TICK] 14:10:30  MSTR    bid=$147.82
  [RAW TICK] 14:10:30  NVDA    bid=$919.66
  [RAW TICK] 14:10:30  MSTR    bid=$147.82
  [RAW TICK] 14:10:30  MSTR    bid=$147.93
  [RAW TICK] 14:10:30  AAPL    bid=$243.36
  [RAW TICK] 14:10:30  TSLA    bid=$302.14
  [RAW TICK] 14:10:30  TSLA    bid=$302.17
  [RAW TICK] 14:10:30  NVDA    bid=$919.3
  [RAW TICK] 14:10:30  TSLA    bid=$302.24
  [RAW TICK] 14:10:30  AAPL    bid=$243.25
  [RAW TICK] 14:10:30  NVDA    bid=$919.21
  [RAW TICK] 14:10:30  TSLA    bid=$302.21
  [RAW TICK] 14:10:30  COIN    bid=$144.92
  [RAW TICK] 14:10:30  NVDA    bid=$919.08
  [RAW TICK] 14:10:30  COIN    bid=$144.84
  [RAW TICK] 14:10:30  NVDA    bid=$919.25
  [RAW TICK] 14:10:30  AAPL    bid=$243.35
  [RAW TICK] 14:10:30  AAPL    bid=$243.47
  [RAW TICK] 14:10:30  COIN    bid=$145.0
  [RAW TICK] 14:10:30  COIN    bid=$145.16
  [RAW TICK] 14:10:31  AAPL    bid=$243.24
  [RAW TICK] 14:10:31  NVDA    bid=$919.25
  [RAW TICK] 14:10:31  COIN    bid=$145.1
  [RAW TICK] 14:10:31  TSLA    bid=$302.38
  [RAW TICK] 14:10:31  COIN    bid=$145.31
  [RAW TICK] 14:10:31  TSLA    bid=$302.24
  [RAW TICK] 14:10:31  MSTR    bid=$148.24
  [RAW TICK] 14:10:31  TSLA    bid=$302.15
  [RAW TICK] 14:10:31  MSTR    bid=$148.45
  [RAW TICK] 14:10:31  NVDA    bid=$919.38
  [RAW TICK] 14:10:31  NVDA    bid=$919.24
  [RAW TICK] 14:10:31  AAPL    bid=$243.08
  [RAW TICK] 14:10:31  TSLA    bid=$302.22
  [RAW TICK] 14:10:31  NVDA    bid=$919.05
  [RAW TICK] 14:10:31  NVDA    bid=$919.18
  [RAW TICK] 14:10:31  COIN    bid=$145.51
  [RAW TICK] 14:10:31  MSTR    bid=$148.52
  [RAW TICK] 14:10:31  TSLA    bid=$302.21
  [RAW TICK] 14:10:31  TSLA    bid=$302.36
  [RAW TICK] 14:10:31  COIN    bid=$145.79
  [RAW TICK] 14:10:31  MSTR    bid=$148.49
  [RAW TICK] 14:10:31  AAPL    bid=$243.07
  [RAW TICK] 14:10:31  AAPL    bid=$243.01
  [RAW TICK] 14:10:31  AAPL    bid=$243.36
  [RAW TICK] 14:10:32  TSLA    bid=$302.4
  [RAW TICK] 14:10:32  TSLA    bid=$302.23
  [RAW TICK] 14:10:32  NVDA    bid=$919.07
  [RAW TICK] 14:10:32  NVDA    bid=$919.24
  [RAW TICK] 14:10:32  TSLA    bid=$301.95
  [RAW TICK] 14:10:32  AAPL    bid=$243.47
  [RAW TICK] 14:10:32  AAPL    bid=$243.54
  [RAW TICK] 14:10:32  AAPL    bid=$243.43
  [RAW TICK] 14:10:32  MSTR    bid=$148.35
  [RAW TICK] 14:10:32  TSLA    bid=$302.11
  [RAW TICK] 14:10:32  NVDA    bid=$920.65
  [RAW TICK] 14:10:32  TSLA    bid=$301.78
  [RAW TICK] 14:10:32  COIN    bid=$145.75
  [RAW TICK] 14:10:32  COIN    bid=$145.67
  [RAW TICK] 14:10:32  AAPL    bid=$243.39
  [RAW TICK] 14:10:32  AAPL    bid=$243.6
  [RAW TICK] 14:10:32  NVDA    bid=$920.48
  [RAW TICK] 14:10:32  MSTR    bid=$148.63
  [RAW TICK] 14:10:32  NVDA    bid=$920.46
  [RAW TICK] 14:10:32  TSLA    bid=$301.71
  [RAW TICK] 14:10:32  COIN    bid=$145.56
  [RAW TICK] 14:10:32  MSTR    bid=$148.65
  [RAW TICK] 14:10:32  NVDA    bid=$920.75
  [RAW TICK] 14:10:32  TSLA    bid=$301.7
  [RAW TICK] 14:10:33  MSTR    bid=$148.4
  [RAW TICK] 14:10:33  TSLA    bid=$301.68
  [RAW TICK] 14:10:33  NVDA    bid=$920.81
  [RAW TICK] 14:10:33  MSTR    bid=$148.45
  [RAW TICK] 14:10:33  NVDA    bid=$920.86
  [RAW TICK] 14:10:33  TSLA    bid=$301.65
  [RAW TICK] 14:10:33  TSLA    bid=$301.64
  [RAW TICK] 14:10:33  TSLA    bid=$301.69
  [RAW TICK] 14:10:33  NVDA    bid=$920.98
  [RAW TICK] 14:10:33  AAPL    bid=$243.62
  [RAW TICK] 14:10:33  MSTR    bid=$148.73
  [RAW TICK] 14:10:33  COIN    bid=$145.81
  [RAW TICK] 14:10:33  NVDA    bid=$920.61
  [RAW TICK] 14:10:33  AAPL    bid=$243.66
  [RAW TICK] 14:10:33  TSLA    bid=$301.85
  [RAW TICK] 14:10:33  MSTR    bid=$148.95
  [RAW TICK] 14:10:33  TSLA    bid=$301.76
  [RAW TICK] 14:10:33  MSTR    bid=$148.91
  [RAW TICK] 14:10:33  MSTR    bid=$148.91
  [RAW TICK] 14:10:33  COIN    bid=$145.75
  [RAW TICK] 14:10:33  NVDA    bid=$920.55
  [RAW TICK] 14:10:33  NVDA    bid=$920.06
  [RAW TICK] 14:10:33  NVDA    bid=$920.04
  [RAW TICK] 14:10:33  COIN    bid=$145.73
  [RAW TICK] 14:10:34  MSTR    bid=$148.86
  [RAW TICK] 14:10:34  NVDA    bid=$920.03
  [RAW TICK] 14:10:34  AAPL    bid=$243.62
  [RAW TICK] 14:10:34  NVDA    bid=$920.02
  [RAW TICK] 14:10:34  AAPL    bid=$243.64
  [RAW TICK] 14:10:34  TSLA    bid=$301.54
  [RAW TICK] 14:10:34  AAPL    bid=$243.79
  [RAW TICK] 14:10:34  TSLA    bid=$301.61
  [RAW TICK] 14:10:34  COIN    bid=$145.71
  [RAW TICK] 14:10:34  AAPL    bid=$243.88
  [RAW TICK] 14:10:34  NVDA    bid=$920.14
  [RAW TICK] 14:10:34  MSTR    bid=$148.81
  [RAW TICK] 14:10:34  TSLA    bid=$301.67
  [RAW TICK] 14:10:34  AAPL    bid=$244.29
  [RAW TICK] 14:10:34  MSTR    bid=$148.88
  [RAW TICK] 14:10:34  NVDA    bid=$919.92
  [RAW TICK] 14:10:34  COIN    bid=$145.9
  [RAW TICK] 14:10:34  AAPL    bid=$244.18
  [RAW TICK] 14:10:34  MSTR    bid=$148.92
  [RAW TICK] 14:10:34  NVDA    bid=$919.8
  [RAW TICK] 14:10:34  MSTR    bid=$148.89
  [RAW TICK] 14:10:34  MSTR    bid=$148.78
  [RAW TICK] 14:10:34  COIN    bid=$146.17
  [RAW TICK] 14:10:34  TSLA    bid=$301.89
  [RAW TICK] 14:10:35  TSLA    bid=$301.6
  [RAW TICK] 14:10:35  NVDA    bid=$919.83
  [RAW TICK] 14:10:35  TSLA    bid=$301.66
  [RAW TICK] 14:10:35  COIN    bid=$146.16
  [RAW TICK] 14:10:35  NVDA    bid=$919.67
  [RAW TICK] 14:10:35  NVDA    bid=$919.85
  [RAW TICK] 14:10:35  NVDA    bid=$919.81
  [RAW TICK] 14:10:35  MSTR    bid=$148.79
  [RAW TICK] 14:10:35  TSLA    bid=$301.52
  [RAW TICK] 14:10:35  AAPL    bid=$244.24
  [RAW TICK] 14:10:35  COIN    bid=$146.26
  [RAW TICK] 14:10:35  TSLA    bid=$301.6
  [RAW TICK] 14:10:35  NVDA    bid=$920.06
  [RAW TICK] 14:10:35  AAPL    bid=$244.12
  [RAW TICK] 14:10:35  AAPL    bid=$244.11
  [RAW TICK] 14:10:35  TSLA    bid=$301.68
  [RAW TICK] 14:10:35  TSLA    bid=$301.92
  [RAW TICK] 14:10:35  COIN    bid=$146.04
  [RAW TICK] 14:10:35  NVDA    bid=$920.09
  [RAW TICK] 14:10:35  COIN    bid=$146.0
  [RAW TICK] 14:10:35  NVDA    bid=$920.02
  [RAW TICK] 14:10:35  MSTR    bid=$148.79
  [RAW TICK] 14:10:35  MSTR    bid=$148.75
  [RAW TICK] 14:10:35  AAPL    bid=$243.96
  [RAW TICK] 14:10:36  NVDA    bid=$920.1
  [RAW TICK] 14:10:36  TSLA    bid=$302.13
  [RAW TICK] 14:10:36  MSTR    bid=$148.79
  [RAW TICK] 14:10:36  COIN    bid=$146.22
  [RAW TICK] 14:10:36  AAPL    bid=$244.09
  [RAW TICK] 14:10:36  AAPL    bid=$244.11
  [RAW TICK] 14:10:36  MSTR    bid=$148.95
  [RAW TICK] 14:10:36  COIN    bid=$146.34
  [RAW TICK] 14:10:36  TSLA    bid=$302.44
  [RAW TICK] 14:10:36  NVDA    bid=$920.03
  [RAW TICK] 14:10:36  TSLA    bid=$302.18
  [RAW TICK] 14:10:36  COIN    bid=$146.47
  [RAW TICK] 14:10:36  MSTR    bid=$148.91
  [RAW TICK] 14:10:36  MSTR    bid=$149.25
  [RAW TICK] 14:10:36  NVDA    bid=$920.12
  [RAW TICK] 14:10:36  MSTR    bid=$149.34
  [RAW TICK] 14:10:36  MSTR    bid=$149.5
  [RAW TICK] 14:10:36  NVDA    bid=$920.2
  [RAW TICK] 14:10:36  TSLA    bid=$302.21
  [RAW TICK] 14:10:36  AAPL    bid=$244.03
  [RAW TICK] 14:10:36  AAPL    bid=$244.22
  [RAW TICK] 14:10:36  COIN    bid=$146.39
  [RAW TICK] 14:10:36  NVDA    bid=$920.11
  [RAW TICK] 14:10:36  NVDA    bid=$920.12
  [RAW TICK] 14:10:37  COIN    bid=$146.65
  [RAW TICK] 14:10:37  AAPL    bid=$244.17
  [RAW TICK] 14:10:37  COIN    bid=$146.59
  [RAW TICK] 14:10:37  AAPL    bid=$244.37
  [RAW TICK] 14:10:37  MSTR    bid=$149.48
  [RAW TICK] 14:10:37  TSLA    bid=$302.0
  [RAW TICK] 14:10:37  NVDA    bid=$920.32
  [RAW TICK] 14:10:37  AAPL    bid=$244.47
  [RAW TICK] 14:10:37  MSTR    bid=$149.43
  [RAW TICK] 14:10:37  NVDA    bid=$920.44
  [RAW TICK] 14:10:37  NVDA    bid=$920.25
  [RAW TICK] 14:10:37  MSTR    bid=$149.29
  [RAW TICK] 14:10:37  COIN    bid=$147.78
  [RAW TICK] 14:10:37  TSLA    bid=$301.62
  [RAW TICK] 14:10:37  NVDA    bid=$920.33
  [RAW TICK] 14:10:37  AAPL    bid=$244.42
  [RAW TICK] 14:10:37  AAPL    bid=$244.36
  [RAW TICK] 14:10:37  COIN    bid=$147.66
  [RAW TICK] 14:10:37  AAPL    bid=$244.23
  [RAW TICK] 14:10:37  NVDA    bid=$920.52
  [RAW TICK] 14:10:37  MSTR    bid=$149.05
  [RAW TICK] 14:10:37  MSTR    bid=$149.03
  [RAW TICK] 14:10:37  COIN    bid=$147.43
  [RAW TICK] 14:10:37  AAPL    bid=$244.36
  [RAW TICK] 14:10:38  MSTR    bid=$148.82
  [RAW TICK] 14:10:38  MSTR    bid=$148.85
  [RAW TICK] 14:10:38  MSTR    bid=$148.67
  [RAW TICK] 14:10:38  AAPL    bid=$244.17
  [RAW TICK] 14:10:38  MSTR    bid=$148.67
  [RAW TICK] 14:10:38  AAPL    bid=$244.1
  [RAW TICK] 14:10:38  MSTR    bid=$148.67
  [RAW TICK] 14:10:38  COIN    bid=$147.7
  [RAW TICK] 14:10:38  AAPL    bid=$243.87
  [RAW TICK] 14:10:38  MSTR    bid=$148.28
  [RAW TICK] 14:10:38  MSTR    bid=$148.27
  [RAW TICK] 14:10:38  AAPL    bid=$243.83
  [RAW TICK] 14:10:38  AAPL    bid=$243.91
  [RAW TICK] 14:10:38  COIN    bid=$147.61
  [RAW TICK] 14:10:38  NVDA    bid=$920.91
  [RAW TICK] 14:10:38  TSLA    bid=$301.5
  [RAW TICK] 14:10:38  AAPL    bid=$244.03
  [RAW TICK] 14:10:38  TSLA    bid=$301.69
  [RAW TICK] 14:10:38  NVDA    bid=$920.97
  [RAW TICK] 14:10:38  AAPL    bid=$244.42
  [RAW TICK] 14:10:38  NVDA    bid=$920.68
  [RAW TICK] 14:10:38  COIN    bid=$149.07
  [RAW TICK] 14:10:38  COIN    bid=$149.07
  [RAW TICK] 14:10:38  TSLA    bid=$301.82
  [RAW TICK] 14:10:39  COIN    bid=$148.88
  [RAW TICK] 14:10:39  MSTR    bid=$148.46
  [RAW TICK] 14:10:39  TSLA    bid=$302.01
  [RAW TICK] 14:10:39  COIN    bid=$149.27
  [RAW TICK] 14:10:39  TSLA    bid=$302.01
  [RAW TICK] 14:10:39  AAPL    bid=$244.37
  [RAW TICK] 14:10:39  AAPL    bid=$244.33
  [RAW TICK] 14:10:39  NVDA    bid=$920.86
  [RAW TICK] 14:10:39  COIN    bid=$149.57
  [RAW TICK] 14:10:39  AAPL    bid=$244.32
  [RAW TICK] 14:10:39  NVDA    bid=$921.04
  [RAW TICK] 14:10:39  AAPL    bid=$244.34
  [RAW TICK] 14:10:39  NVDA    bid=$921.03
  [RAW TICK] 14:10:39  COIN    bid=$149.54
  [RAW TICK] 14:10:39  MSTR    bid=$148.53
  [RAW TICK] 14:10:39  TSLA    bid=$301.79
  [RAW TICK] 14:10:39  MSTR    bid=$148.41
  [RAW TICK] 14:10:39  NVDA    bid=$921.05
  [RAW TICK] 14:10:39  MSTR    bid=$148.31
  [RAW TICK] 14:10:39  COIN    bid=$149.53
  [RAW TICK] 14:10:39  AAPL    bid=$244.41
  [RAW TICK] 14:10:39  AAPL    bid=$244.18
  [RAW TICK] 14:10:39  AAPL    bid=$243.98
  [RAW TICK] 14:10:40  NVDA    bid=$920.89
  [RAW TICK] 14:10:40  COIN    bid=$149.51
  [RAW TICK] 14:10:40  COIN    bid=$149.49
  [RAW TICK] 14:10:40  AAPL    bid=$243.98
  [RAW TICK] 14:10:40  AAPL    bid=$243.96
  [RAW TICK] 14:10:40  TSLA    bid=$301.68
  [RAW TICK] 14:10:40  COIN    bid=$149.29
  [RAW TICK] 14:10:40  COIN    bid=$149.37
  [RAW TICK] 14:10:40  TSLA    bid=$301.63
  [RAW TICK] 14:10:40  COIN    bid=$149.3
  [RAW TICK] 14:10:40  MSTR    bid=$148.52
  [RAW TICK] 14:10:40  TSLA    bid=$301.66
  [RAW TICK] 14:10:40  NVDA    bid=$920.67
  [RAW TICK] 14:10:40  MSTR    bid=$148.39
  [RAW TICK] 14:10:40  COIN    bid=$149.2
  [RAW TICK] 14:10:40  NVDA    bid=$920.69
  [RAW TICK] 14:10:40  AAPL    bid=$244.01
  [RAW TICK] 14:10:40  AAPL    bid=$243.94
  [RAW TICK] 14:10:40  COIN    bid=$149.02
  [RAW TICK] 14:10:40  COIN    bid=$149.06
  [RAW TICK] 14:10:40  MSTR    bid=$148.32
  [RAW TICK] 14:10:40  COIN    bid=$149.11
  [RAW TICK] 14:10:40  TSLA    bid=$301.88
  [RAW TICK] 14:10:40  MSTR    bid=$148.44
  [RAW TICK] 14:10:41  AAPL    bid=$243.94
  [RAW TICK] 14:10:41  NVDA    bid=$920.67
  [RAW TICK] 14:10:41  AAPL    bid=$244.02
  [RAW TICK] 14:10:41  MSTR    bid=$148.59
  [RAW TICK] 14:10:41  MSTR    bid=$148.47
  [RAW TICK] 14:10:41  NVDA    bid=$920.78
